Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAY,DIR,0,"Asian, White",0,CA,3.78,455.0,1,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,3516
0,FAY,DIR,0,Asian,0,,,71.0,0,0,Biology,M,"High OxyS - $30,000 to $45,999",2,7561
1,FAY,NO,0,White,0,CO,3.78,189.0,0,0,Cognitive Science,F,"Very High OxyS - $46,000 +",3,3283
0,FAN,NO,0,White,0,CA,3.43,75.0,0,0,Biology,M,No OxyS - $0,3,8159
0,FAY,TRST,0,Asian,0,CA,3.77,537.0,0,0,Biology,M,"Low OxyS - $1 to $19,999",1,1505
0,FAY,NO,0,Hispanic/Latino,1,CA,3.29,371.0,1,0,Urban and Environmental Policy,F,"High OxyS - $30,000 to $45,999",3,5203
0,FAY,NO,0,"Black or African American, White",1,CA,3.83,111.0,1,0,Psychology,M,"High OxyS - $30,000 to $45,999",3,6922
0,FAY,NO,0,"Asian, White",0,WA,3.65,438.0,1,0,History,M,No OxyS - $0,3,6988
0,FAN,NO,0,White,0,CA,3.52,329.0,0,0,Economics,M,No OxyS - $0,4,2978
0,FAY,DEAN,0,White,0,CO,3.98,,1,0,Politics,M,"High OxyS - $30,000 to $45,999",1,7703
0,FAY,DIR,0,Asian,1,CA,3.76,1080.0,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,1548
0,FAY,DIR,0,Asian,0,CA,3.96,895.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,5109
0,FAY,NO,0,White,0,TX,3.81,116.0,1,0,Biology,M,No OxyS - $0,3,832
0,FAN,,0,"Asian, White",0,NY,3.42,,0,0,Theater,F,No OxyS - $0,3,5220
0,FAY,NO,0,White,0,IL,3.46,660.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",3,2462
0,FAY,,0,Asian,0,OR,3.74,,1,0,Psychology,F,No OxyS - $0,3,6357
1,FAY,NO,0,Black or African American,0,TX,3.28,834.0,1,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",3,203
0,FAY,,0,Hispanic/Latino,1,CT,3.7,,1,1,Religious Studies,F,"High OxyS - $30,000 to $45,999",3,8641
0,FAY,PRES,0,White,0,CA,3.92,93.0,0,0,Physics,F,"Medium OxyS - $20,000 - $29,999",1,6981
0,FAY,NO,0,"Hispanic/Latino, Native Hawaiian or Other Pacific Islander",0,CA,3.4,48.0,1,0,Computer Science,F,"High OxyS - $30,000 to $45,999",4,9622
0,FAY,NO,0,"Asian, White",0,CA,3.5,77.0,0,0,English,F,No OxyS - $0,4,2307
0,FAY,NO,0,White,0,NY,3.7,248.0,1,1,Urban and Environmental Policy,F,No OxyS - $0,3,6972
0,FAN,NO,0,White,0,MN,3.63,410.0,0,0,Politics,M,No OxyS - $0,3,8069
1,FAY,NO,0,White,0,CA,4.0,750.0,1,0,Linguistics,F,"High OxyS - $30,000 to $45,999",3,2990
0,FAY,DIR,0,White,0,CA,3.33,160.0,1,0,Economics,M,"Very High OxyS - $46,000 +",2,6045
0,FAY,NO,0,Asian,0,HI,3.69,426.0,1,0,Sociology,F,"Medium OxyS - $20,000 - $29,999",3,4703
1,FAN,DIR,0,White,0,WA,4.0,1.0,1,0,Politics,M,"Low OxyS - $1 to $19,999",2,5732
1,FAY,NO,0,"Asian, White",0,CA,3.75,358.0,1,0,Physics,M,"High OxyS - $30,000 to $45,999",2,7318
0,FAY,DIR,0,Asian,0,LA,4.0,108.0,1,0,Chemistry,F,"Low OxyS - $1 to $19,999",1,8659
0,FAY,,0,White,0,MA,3.91,,1,1,Diplomacy & World Affairs,F,No OxyS - $0,3,6732
0,FAY,NO,0,Black or African American,0,NJ,3.73,49.0,0,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",3,834
0,FAY,NO,0,White,0,CA,3.43,90.0,1,0,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",4,9019
0,FAY,NO,0,White,0,CA,3.82,255.0,1,0,Kinesiology,F,No OxyS - $0,3,8405
0,FAN,NO,0,White,0,CA,3.55,94.0,1,0,Undecided,F,No OxyS - $0,3,4749
1,FAY,NO,0,White,0,CA,3.92,702.0,1,1,Chemistry,F,"Medium OxyS - $20,000 - $29,999",3,7505
0,FAY,,0,Asian,0,CA,3.57,,1,1,Critical Theory & Social Justice,F,No OxyS - $0,3,7252
0,FAN,NO,0,White,0,,3.54,286.0,0,1,Pre-law Advising,F,No OxyS - $0,3,3319
1,FAY,,0,Hispanic/Latino,1,IL,3.75,,1,0,Education,F,"Very High OxyS - $46,000 +",5,6455
0,FAN,NO,0,White,0,CA,3.96,294.0,1,1,Critical Theory & Social Justice,F,No OxyS - $0,2,7546
0,FAN,TRST,0,White,0,OK,3.8,81.0,1,0,Japanese Studies,F,"Low OxyS - $1 to $19,999",1,8221
0,FAY,TRST,0,White,0,CA,4.0,,1,0,Biochemistry,M,"Low OxyS - $1 to $19,999",1,1931
0,FAY,PRES,0,White,0,NC,3.94,455.0,1,0,Art History,F,"Medium OxyS - $20,000 - $29,999",1,1023
1,FAY,MBS,0,White,0,AZ,4.0,,0,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",1,1685
1,FAY,PRES,0,Asian,0,CA,4.0,853.0,1,0,Economics,F,"Medium OxyS - $20,000 - $29,999",1,4471
0,FAN,PRES,0,Asian,0,CA,3.62,420.0,0,0,English,M,"Low OxyS - $1 to $19,999",1,4676
0,FAY,TRST,0,Asian,1,CA,3.88,367.0,0,0,East Asian Studies,F,"High OxyS - $30,000 to $45,999",1,4485
0,FAY,,0,White,0,CA,3.83,,0,0,English,F,"Medium OxyS - $20,000 - $29,999",4,6532
1,FAY,NO,0,White,0,CA,3.23,320.0,1,1,Diplomacy & World Affairs,F,No OxyS - $0,4,7689
0,FAY,NO,0,Asian,0,CA,3.33,478.0,0,1,Sociology,F,No OxyS - $0,4,3438
0,FAY,DIR,0,White,0,CA,3.87,,1,1,Chemistry,M,"Low OxyS - $1 to $19,999",2,3257
0,FAN,PRES,0,White,0,OR,4.0,68.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",1,7722
0,FAY,DIR,0,White,0,CA,3.9,800.0,0,0,Computer Science,M,"High OxyS - $30,000 to $45,999",2,803
0,FAY,TRST,0,Asian,0,CA,3.9,350.0,0,0,Engineering Combined Degree Program,F,"Very High OxyS - $46,000 +",1,5565
0,FAY,DIR,0,"Hispanic/Latino, White",0,CA,4.0,213.0,0,0,Undecided,M,"Medium OxyS - $20,000 - $29,999",2,7601
0,FAY,PRES,0,White,0,ID,4.0,375.0,0,0,Interdisciplinary Writing,F,"High OxyS - $30,000 to $45,999",1,1787
0,FAY,NO,0,White,1,CA,3.73,454.0,1,0,Biochemistry,M,No OxyS - $0,3,6176
0,FAN,NO,0,Hispanic/Latino,0,CA,3.65,870.0,0,0,Politics,M,No OxyS - $0,4,2074
1,FAY,NO,0,White,0,IL,3.72,817.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",3,8179
0,FAY,NO,0,"Asian, White",0,CA,3.8,530.0,0,0,Computer Science,F,"Medium OxyS - $20,000 - $29,999",3,5202
0,FAY,TRST,0,Asian,0,CA,3.93,465.0,1,1,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",1,1443
0,FAY,LDRS,0,"Black or African American, White",0,TX,3.93,128.0,0,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",2,7700
0,FAY,NO,0,White,0,OR,3.72,295.0,1,1,Pre-law Advising,F,No OxyS - $0,4,7150
0,FAN,DIR,0,White,0,CA,3.78,86.0,0,0,Economics,F,"Low OxyS - $1 to $19,999",2,623
0,FAN,DIR,0,"Hispanic/Latino, White",0,CA,3.89,321.0,1,1,Biology,F,"Low OxyS - $1 to $19,999",2,1971
0,FAN,TRST,0,Asian,0,CA,3.81,533.0,0,0,Biology,M,"Low OxyS - $1 to $19,999",1,7792
0,FAN,NO,0,White,0,WA,3.77,93.0,1,0,Kinesiology,M,No OxyS - $0,4,6484
0,FAY,DIR,0,Asian,0,WA,4.0,384.0,0,0,Psychology,F,Unknown - In Progress,2,542
0,FAY,DIR,0,Asian,1,CA,3.92,835.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,3870
0,FAY,NO,0,Hispanic/Latino,1,AZ,3.65,249.0,0,0,Pre-health Professions,M,"Very High OxyS - $46,000 +",3,6409
0,FAY,NO,0,White,0,IL,3.46,850.0,0,0,Studio Art,F,"High OxyS - $30,000 to $45,999",3,7205
0,FAY,,0,"Asian, White",0,WA,3.46,,1,0,Psychology,F,No OxyS - $0,4,5740
0,FAY,TRST,0,"Asian, White",0,MA,,7.0,1,1,Cognitive Science,M,"High OxyS - $30,000 to $45,999",1,714
1,FAY,LDRS,0,White,1,AZ,4.0,452.0,1,0,Physics,M,"Low OxyS - $1 to $19,999",2,6247
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.89,149.0,1,0,Engineering Combined Degree Program,F,"High OxyS - $30,000 to $45,999",3,8755
0,FAY,DIR,0,"Asian, White",0,TX,3.5,252.0,1,0,Mathematics,M,"High OxyS - $30,000 to $45,999",2,8418
0,FAY,DIR,0,Asian,0,WA,3.5,428.0,1,0,Sociology,M,"Low OxyS - $1 to $19,999",2,4243
0,FAN,NO,0,White,0,OR,3.63,362.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,2,9275
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.82,121.0,1,1,Urban and Environmental Policy,F,"High OxyS - $30,000 to $45,999",3,3039
0,FAY,DIR,0,Hispanic/Latino,1,CA,3.9,,0,0,Cognitive Science,M,"High OxyS - $30,000 to $45,999",2,7304
1,FAY,NO,0,White,0,CA,3.73,321.0,1,0,Critical Theory & Social Justice,F,"High OxyS - $30,000 to $45,999",2,3534
0,FAN,,0,White,0,CA,3.57,,1,1,French Studies,F,No OxyS - $0,2,8202
0,FAY,,0,White,0,CA,3.21,,1,0,Economics,M,"Low OxyS - $1 to $19,999",4,1812
0,FAY,PRES,0,White,0,CA,4.0,224.0,1,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,8841
0,FAY,,0,Black or African American,0,CA,3.28,,1,0,Sociology,F,"Very High OxyS - $46,000 +",4,1022
0,FAY,NO,0,"Asian, Black or African American, Native Hawaiian or Other Pacific Islander, White",0,HI,3.92,50.0,1,0,Biology,M,"Medium OxyS - $20,000 - $29,999",3,982
0,FAY,,0,White,0,CA,3.42,,0,1,History,F,"Low OxyS - $1 to $19,999",3,8219
0,FAN,,0,"Asian, White",0,Beijingshi,,,0,0,Economics,M,No OxyS - $0,3,2658
0,FAN,NO,0,Asian,0,CA,3.61,468.0,1,0,Biology,M,No OxyS - $0,3,7767
0,FAY,PRES,0,White,0,CA,3.96,,1,1,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,5713
0,FAN,,0,Asian,0,Taiwan,,,0,0,Biology,M,No OxyS - $0,2,9382
1,FAY,,0,Asian,0,HI,3.67,,1,0,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",2,3330
0,FAN,DIR,0,White,0,TN,3.73,103.0,1,1,Biology,F,"Low OxyS - $1 to $19,999",2,2284
0,FAN,NO,0,White,0,CA,3.39,331.0,1,0,Urban and Environmental Policy,F,No OxyS - $0,4,673
0,FAY,TRST,0,Asian,1,VA,3.97,700.0,1,0,History,F,"Medium OxyS - $20,000 - $29,999",1,9547
0,FAY,NO,0,White,0,CA,3.84,118.0,0,0,Undecided,F,No OxyS - $0,4,1091
0,FAY,,0,Hispanic/Latino,0,CA,4.0,,1,1,Biology,F,"High OxyS - $30,000 to $45,999",3,5479
0,FAY,,0,White,0,CA,3.43,,1,0,Biology,F,"Low OxyS - $1 to $19,999",4,3442
0,FAY,MBS,0,"Asian, White",0,MA,4.0,,0,0,Chemistry,F,"Medium OxyS - $20,000 - $29,999",1,1359
0,FAY,DIR,0,Asian,0,WA,4.0,384.0,0,0,Chemistry,M,"Low OxyS - $1 to $19,999",2,3462
1,FAY,MBS,0,"Asian, White",0,MD,3.96,505.0,0,0,Pre-health Professions,F,"Medium OxyS - $20,000 - $29,999",1,4951
1,FAY,TRST,0,White,0,IA,4.0,222.0,0,0,Linguistics,F,"Very High OxyS - $46,000 +",1,3196
0,FAN,,0,White,0,CA,3.55,,1,0,Physics,M,No OxyS - $0,4,4649
1,FAY,NO,0,White,0,CO,3.88,157.0,1,0,Physics,M,"Low OxyS - $1 to $19,999",3,515
0,FAY,NO,0,White,0,CA,3.32,415.0,1,0,Chemistry,F,"Low OxyS - $1 to $19,999",3,2622
0,FAY,,0,White,0,WA,3.94,,0,0,Classical Studies,F,No OxyS - $0,2,1879
0,FAN,NO,0,White,0,WA,3.38,79.0,1,1,Politics,F,No OxyS - $0,4,6279
0,FAY,MBS,0,White,1,CA,4.0,340.0,0,0,Neuroscience,M,"Very High OxyS - $46,000 +",1,5886
0,FAY,DIR,0,White,0,CO,3.72,491.0,0,0,Biology,M,"Low OxyS - $1 to $19,999",2,1629
0,FAY,,0,White,0,MT,3.87,,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,6515
0,FAN,NO,0,"American Indian or Alaska Native, White",0,TX,3.45,47.0,0,0,Engineering Combined Degree Program,M,No OxyS - $0,3,120
0,FAY,TRST,0,White,0,MA,3.97,78.0,1,0,Interdisciplinary Writing,F,"High OxyS - $30,000 to $45,999",1,8971
0,FAY,TRST,0,White,0,NV,3.91,309.0,0,0,Cognitive Science,M,"Low OxyS - $1 to $19,999",1,4759
0,FAY,NO,0,White,0,CA,3.48,609.0,0,0,Chemistry,F,"Medium OxyS - $20,000 - $29,999",4,4027
0,FAN,NO,0,White,0,NJ,3.46,74.0,1,0,Biology,F,No OxyS - $0,3,3585
0,FAN,NO,0,White,1,WA,3.76,374.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,3,5352
0,FAY,NO,0,White,1,CA,3.88,587.0,1,0,Art History,F,"Very High OxyS - $46,000 +",2,3989
0,FAY,NO,0,Hispanic/Latino,1,CA,3.89,146.0,1,0,Biology,F,"High OxyS - $30,000 to $45,999",3,6669
0,FAN,NO,0,White,0,UT,4.0,643.0,0,0,Biology,M,No OxyS - $0,3,2193
0,FAY,NO,0,White,0,WA,3.63,140.0,1,0,Public Health,M,No OxyS - $0,4,4789
0,FAY,DIR,0,"Black or African American, Hispanic/Latino, White",0,CA,3.73,289.0,1,0,Computer Science,F,"Low OxyS - $1 to $19,999",2,1297
0,FAN,NO,0,White,0,OK,3.64,75.0,0,0,Theater,M,No OxyS - $0,4,872
0,FAN,TRST,0,White,0,CA,3.9,421.0,1,0,Kinesiology,F,"Low OxyS - $1 to $19,999",1,3670
1,FAY,,0,"Black or African American, Hispanic/Latino",0,IL,3.69,,0,0,Psychology,F,"Very High OxyS - $46,000 +",4,288
1,FAY,NO,0,"American Indian or Alaska Native, Hispanic/Latino, White",0,CA,3.24,160.0,1,0,Engineering Combined Degree Program,M,"High OxyS - $30,000 to $45,999",4,3451
0,FAY,,0,White,0,MD,3.55,,1,1,Urban and Environmental Policy,F,No OxyS - $0,3,1062
0,FAY,DIR,0,Asian,0,CA,3.93,510.0,0,0,Art History,F,"Low OxyS - $1 to $19,999",2,4686
1,FAN,LDRS,0,White,0,MD,3.24,650.0,0,0,Art History,M,"Low OxyS - $1 to $19,999",3,5564
0,FAY,TRST,0,Asian,0,CA,3.93,331.0,0,0,Biology,F,"Medium OxyS - $20,000 - $29,999",1,9545
0,FAY,TRST,0,Asian,0,CA,3.83,679.0,0,0,Cognitive Science,F,"Low OxyS - $1 to $19,999",1,6953
0,FAY,NO,0,Black or African American,1,IL,3.88,139.0,1,0,Economics,F,"Very High OxyS - $46,000 +",3,9268
0,FAY,NO,0,Asian,1,CA,3.64,91.0,0,0,English,F,"High OxyS - $30,000 to $45,999",3,3931
0,FAN,,0,White,0,NH,3.88,,0,0,Art History,F,No OxyS - $0,3,3133
0,FAY,NO,0,White,0,CA,3.72,657.0,0,1,Pre-health Professions,F,No OxyS - $0,2,563
1,FAY,,0,"Hispanic/Latino, White",0,CA,3.5,,0,0,Biology,F,"High OxyS - $30,000 to $45,999",3,8289
0,FAY,MBS,0,White,0,MA,3.86,40.0,1,0,Politics,M,"Medium OxyS - $20,000 - $29,999",1,2384
1,FAY,NO,0,"American Indian or Alaska Native, Black or African American",0,MD,3.1,124.0,0,0,Philosophy,M,"Very High OxyS - $46,000 +",3,3426
0,FAY,NO,0,White,0,CA,3.81,397.0,0,0,Neuroscience,F,"Low OxyS - $1 to $19,999",3,847
0,FAY,DIR,0,Asian,0,MI,3.7,83.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,1244
0,FAN,NO,0,"Asian, White",0,,3.62,25.0,0,0,Politics,F,No OxyS - $0,4,3793
0,FAY,NO,0,White,0,CA,3.7,450.0,1,0,Politics,M,"Low OxyS - $1 to $19,999",3,4553
0,FAN,NO,0,White,0,CA,3.76,533.0,0,0,Biology,F,No OxyS - $0,3,995
0,FAN,PRES,0,White,0,OR,4.0,407.0,1,1,Chemistry,M,"Low OxyS - $1 to $19,999",1,2902
0,FAY,NO,0,White,1,GA,3.79,84.0,0,1,Independent Pattern of Study,F,"High OxyS - $30,000 to $45,999",3,845
0,FAY,NO,0,Black or African American,0,IL,3.28,227.0,0,0,Critical Theory & Social Justice,F,Unknown - In Progress,3,5664
0,FAN,MBS,0,White,0,CA,3.96,352.0,0,0,Physics,M,No OxyS - $0,1,2185
0,FAY,NO,0,Asian,0,CA,3.46,529.0,0,0,Economics,M,"Low OxyS - $1 to $19,999",3,9372
0,FAN,,0,"Hispanic/Latino, White",0,RJ,,,0,0,Classical Studies,F,No OxyS - $0,3,2303
0,FAY,DIR,1,White,0,CA,4.0,497.0,0,0,Independent Pattern of Study,M,Unknown - In Progress,2,3688
0,FAY,DIR,0,Black or African American,1,NY,3.71,301.0,0,0,Politics,F,"Very High OxyS - $46,000 +",2,935
0,FAN,DIR,0,White,0,MN,3.9,650.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,5091
0,FAN,,0,"Asian, White",0,CA,3.56,,0,0,Economics,M,No OxyS - $0,2,4238
0,FAY,PRES,0,White,0,IL,4.0,113.0,0,1,Cognitive Science,F,"High OxyS - $30,000 to $45,999",1,7620
0,FAY,NO,0,"Hispanic/Latino, White",0,TX,3.93,639.0,0,0,Physics: 3-2 Engineering Program,F,No OxyS - $0,2,2834
1,FAY,DIR,0,White,0,WA,3.76,470.0,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,2913
0,FAN,NO,0,White,0,CA,3.52,90.0,1,1,Diplomacy & World Affairs,M,No OxyS - $0,3,9187
0,FAY,NO,0,White,0,CO,3.58,496.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",2,6345
0,FAY,TRST,0,"Asian, White",0,CA,4.0,242.0,0,0,Japanese Studies,F,"Very High OxyS - $46,000 +",1,2604
0,FAN,DIR,0,White,0,IL,3.62,525.0,1,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,2244
1,FAY,PRES,0,White,0,NM,3.98,39.0,0,0,Economics,M,"High OxyS - $30,000 to $45,999",1,4360
1,FAY,DIR,0,Asian,0,CA,3.96,146.0,1,0,Biochemistry,F,"Low OxyS - $1 to $19,999",2,1531
1,FAY,NO,0,White,0,WA,3.68,160.0,0,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",4,6545
0,FAN,TRST,0,White,0,TX,3.9,365.0,1,0,Group Language (Foreign Languages),F,"Low OxyS - $1 to $19,999",1,3456
0,FAN,PRES,0,White,0,CA,4.0,114.0,0,0,Biochemistry,F,"Medium OxyS - $20,000 - $29,999",1,983
0,FAY,NO,0,White,0,OR,3.92,678.0,0,0,Sociology,F,"Medium OxyS - $20,000 - $29,999",3,5777
0,FAY,DIR,0,White,0,VA,3.83,74.0,0,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,2211
0,FAY,NO,0,White,0,KY,3.12,578.0,0,0,Art History,M,"Medium OxyS - $20,000 - $29,999",4,820
0,FAN,NO,0,Asian,1,,3.57,61.0,0,0,Economics,F,No OxyS - $0,3,8887
1,FAY,NO,0,"Black or African American, White",0,TX,3.16,504.0,1,1,Music,F,"Medium OxyS - $20,000 - $29,999",4,5475
0,FAY,PRES,0,White,0,ID,4.0,194.0,1,0,"Media, Arts and Culture",M,Unknown - In Progress,1,4585
0,FAN,NO,0,White,0,MA,2.61,337.0,0,0,Politics,M,No OxyS - $0,3,2537
0,FAY,,0,"American Indian or Alaska Native, Asian",0,CA,3.7,,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",2,2916
0,FAY,PRES,0,White,0,CO,4.0,,0,0,Theater,F,"Low OxyS - $1 to $19,999",1,1696
1,FAY,NO,0,White,0,WI,3.52,550.0,1,0,Art History,F,"Medium OxyS - $20,000 - $29,999",3,7390
0,FAN,DIR,0,White,0,NJ,3.62,181.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,1077
0,FAY,DIR,0,White,0,IL,3.61,213.0,0,1,Biochemistry,F,"Low OxyS - $1 to $19,999",2,4671
0,FAY,PRES,0,White,0,NC,3.89,303.0,1,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,9117
0,FAY,NO,0,White,0,CA,3.52,99.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",3,9204
0,FAY,DIR,0,White,0,CO,3.96,370.0,1,0,Biology,F,"Medium OxyS - $20,000 - $29,999",2,854
1,FAY,,0,White,0,MA,3.68,,0,0,Economics,M,No OxyS - $0,4,8190
0,FAY,NO,0,White,0,NC,4.0,1.0,1,0,Economics,M,"High OxyS - $30,000 to $45,999",3,3122
0,FAY,PRES,0,White,0,AZ,4.0,224.0,1,0,Physics: 3-2 Engineering Program,F,"Low OxyS - $1 to $19,999",1,5637
1,FAN,,0,White,0,NC,3.59,,0,0,Cognitive Science,M,No OxyS - $0,2,3058
0,FAN,NO,0,White,0,CA,3.61,440.0,1,0,"Media, Arts and Culture",F,No OxyS - $0,4,4088
0,FAN,,0,White,0,CA,3.69,,1,0,Kinesiology,F,No OxyS - $0,3,5484
0,FAY,PRES,0,Asian,0,Nairobi,3.94,49.0,0,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,6580
0,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.35,510.0,1,0,Kinesiology,M,No OxyS - $0,4,8252
0,FAY,,0,Asian,0,CA,3.56,,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,708
0,FAY,,0,White,0,TX,3.77,,1,1,Biology,M,"High OxyS - $30,000 to $45,999",2,2928
0,FAY,NO,0,"Black or African American, Hispanic/Latino",1,CA,3.36,1003.0,0,0,Biology,M,"High OxyS - $30,000 to $45,999",4,7016
0,FAY,DIR,0,White,0,TX,3.7,615.0,1,0,History,F,"Low OxyS - $1 to $19,999",2,7678
0,FAY,NO,0,White,0,CO,3.43,496.0,0,1,Psychology,F,No OxyS - $0,3,2608
0,FAY,,0,"Black or African American, White",0,CA,3.19,,0,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",5,1868
0,FAY,PRES,0,"Asian, White",0,PA,3.95,358.0,1,0,Critical Theory & Social Justice,F,"Medium OxyS - $20,000 - $29,999",1,8666
0,FAY,TRST,0,White,0,OR,3.69,154.0,1,1,Physics,F,"Low OxyS - $1 to $19,999",1,5622
0,FAY,DIR,0,Asian,1,CA,3.91,183.0,1,1,Pre-health Professions,F,"Medium OxyS - $20,000 - $29,999",2,6764
0,FAY,NO,0,White,0,CA,3.89,123.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,3,5947
1,FAY,,0,White,0,DC,3.39,,1,0,Psychology,M,"Medium OxyS - $20,000 - $29,999",5,2606
0,FAY,NO,0,Hispanic/Latino,1,CA,3.67,174.0,0,0,Public Health,M,"High OxyS - $30,000 to $45,999",3,1742
0,FAY,DIR,0,"American Indian or Alaska Native, White",1,CA,3.72,610.0,1,1,Urban and Environmental Policy,M,"Medium OxyS - $20,000 - $29,999",2,807
0,FAN,NO,0,White,0,CA,3.75,471.0,0,0,Undecided,M,No OxyS - $0,4,8571
1,FAY,DIR,0,White,0,NY,3.5,1384.0,0,1,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,3432
0,FAY,,0,White,0,MI,4.0,,1,0,Theater,F,No OxyS - $0,2,8161
0,FAY,DIR,0,,0,CA,3.88,428.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,4925
0,FAY,DIR,0,Hispanic/Latino,1,AZ,3.84,391.0,1,0,Psychology,F,"Very High OxyS - $46,000 +",2,7307
1,FAY,,0,Asian,0,CA,3.64,,1,1,Education,F,"Low OxyS - $1 to $19,999",4,4502
0,FAY,TRST,0,White,0,MN,4.0,491.0,0,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,5242
0,FAY,DIR,1,,0,,3.72,303.0,1,1,Geology,F,"Low OxyS - $1 to $19,999",2,2389
0,FAN,NO,0,White,0,CA,3.74,297.0,1,1,Neuroscience,F,No OxyS - $0,3,6046
0,FAY,DIR,0,"Hispanic/Latino, White",0,CA,3.52,468.0,1,0,Undecided,F,"Medium OxyS - $20,000 - $29,999",2,15
0,FAY,NO,0,White,0,OR,3.23,77.0,0,1,Diplomacy & World Affairs,M,No OxyS - $0,3,3329
0,FAY,NO,0,"Black or African American, White",0,CA,3.85,153.0,1,0,Pre-law Advising,F,"Very High OxyS - $46,000 +",3,3959
1,FAN,NO,0,Asian,0,OR,3.85,247.0,1,0,Pre-health Professions,F,No OxyS - $0,3,6884
0,FAY,MBS,0,White,0,MA,3.94,,0,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",1,8200
0,FAY,NO,0,"Black or African American, Hispanic/Latino, White",0,GA,3.89,100.0,0,0,English,F,Unknown - In Progress,3,3433
0,FAN,NO,0,Asian,0,,3.39,1413.0,0,0,Politics,F,No OxyS - $0,2,878
0,FAY,NO,0,White,1,IL,3.52,581.0,1,0,Urban and Environmental Policy,F,"Very High OxyS - $46,000 +",2,7698
0,FAY,TRST,0,White,1,CA,4.0,621.0,0,0,Biology,M,"Medium OxyS - $20,000 - $29,999",1,245
0,FAY,DIR,0,White,0,CA,3.64,,1,0,Economics,F,"Low OxyS - $1 to $19,999",2,5396
0,FAN,NO,0,"Hispanic/Latino, Native Hawaiian or Other Pacific Islander",0,GU,3.59,42.0,1,0,Pre-health Professions,F,No OxyS - $0,4,7522
0,FAN,TRST,0,White,0,CA,3.93,83.0,1,1,Education,F,"Medium OxyS - $20,000 - $29,999",1,4504
0,FAY,,0,Black or African American,0,CA,3.73,,1,0,Cognitive Science,M,"High OxyS - $30,000 to $45,999",4,173
1,FAN,,0,Asian,0,CA,3.54,,1,0,Kinesiology,M,No OxyS - $0,4,1345
0,FAY,PRES,0,White,0,WA,4.0,308.0,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",1,3723
1,FAY,,0,Asian,0,CA,3.42,,0,0,Education,M,"Medium OxyS - $20,000 - $29,999",3,1611
0,FAY,NO,0,White,0,CA,3.88,560.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,7354
0,FAY,NO,0,Black or African American,0,CA,3.69,684.0,1,1,Pre-law Advising,F,"Medium OxyS - $20,000 - $29,999",2,8450
0,FAN,NO,0,Asian,0,KA,2.79,123.0,0,0,Chemistry,F,No OxyS - $0,3,8487
